BRINNUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;GEMEENTENUMMER VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;TOTAAL LEERLINGEN;AANTAL ZITTENBLIJVERS;AANTAL AFSTROMERS;AANTAL OPSTROMERS;PERCENTAGE ZITTENBLIJVERS;PERCENTAGE AFSTROMERS;PERCENTAGE OPSTROMERS
16NK;0;Vrije school Zutphen-Groningen;ZUTPHEN;301;ZUTPHEN;Gelderland;1.216;124;7;221;10,2;0,58;18,17
16NK;1;Vrije school Zutphen-Groningen;GRONINGEN;14;GRONINGEN;Groningen;802;75;70;138;9,35;8,73;17,21
16OX;0;2College voor Lyceum Havo Mavo Vbo;OISTERWIJK;824;OISTERWIJK;Noord-Brabant;1.557;63;35;68;4,05;2,25;4,37
16OX;1;2College voorLyceum Havo Mavo Vbo locatie De Nieuwste School;TILBURG;855;TILBURG;Noord-Brabant;743;26;3;132;3,5;0,4;17,77
16OX;2;2College voor Lyceum Havo Mavo Vbo locatie Cobbenhagenlyceum;TILBURG;855;TILBURG;Noord-Brabant;656;62;25;3;9,45;3,81;0,46
16OX;3;2College voor Lyceum Havo Mavo Vbo locatie Ruivenmavo;BERKEL-ENSCHOT;855;TILBURG;Noord-Brabant;451;35;6;19;7,76;1,33;4,21
16OX;4;2College voor Lyceum Havo Mavo Vbo locatie Jozefmavo;TILBURG;855;TILBURG;Noord-Brabant;492;34;4;13;6,91;0,81;2,64
16OX;9;2College voor Lyceum Havo Mavo Vbo locatie vluchtelingen;OISTERWIJK;824;OISTERWIJK;Noord-Brabant;142;76;0;2;53,52;0;1,41
16OX;10;2College voor Lyceum Havo Mavo Vbo locatie Cobbenhagenmavo;TILBURG;855;TILBURG;Noord-Brabant;338;9;0;14;2,66;0;4,14
16OX;11;2College voor Lyceum Havo Mavo Vbo;OISTERWIJK;824;OISTERWIJK;Noord-Brabant;162;6;12;1;3,7;7,41;0,62
16PA;0;Christelijk Gymnasium;UTRECHT;344;UTRECHT;Utrecht;969;28;1;0;2,89;0,1;0
16PE;0;Connect College;ECHT;1711;ECHT-SUSTEREN;Limburg;866;38;19;46;4,39;2,19;5,31
16PE;1;Connect College;ECHT;1711;ECHT-SUSTEREN;Limburg;675;16;22;17;2,37;3,26;2,52
16PI;0;Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO;VEENDAM;47;VEENDAM;Groningen;862;29;38;129;3,36;4,41;14,97
16PI;1;Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO;VEENDAM;47;VEENDAM;Groningen;901;57;30;14;6,33;3,33;1,55
16PI;3;Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO;VEENDAM;47;VEENDAM;Groningen;219;9;1;1;4,11;0,46;0,46
16PK;0;Calvijn Chr. SGM voor vwo havo mavo vmbo lwoo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;946;53;14;350;5,6;1,48;37
16PK;4;Calvijn Chr. SGM voor vwo havo mavo vmbo lwoo, loc. Focus;BARENDRECHT;489;BARENDRECHT;Zuid-Holland;427;12;1;1;2,81;0,23;0,23
16PK;5;Calvijn Christelijke SGM voor vwo havo mavo vmbo lwoo loc. Zuidermavo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;333;12;0;23;3,6;0;6,91
16PK;7;Calvijn Chr. SGM voor vwo havo mavo vmbo lwoo, loc. Juliana;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;408;14;11;5;3,43;2,7;1,23
16PK;8;Calvijn Chr. SGM voor vwo havo mavo vmbo lwoo, loc. Meerpaal;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;515;102;0;1;19,81;0;0,19
16PK;9;Calvijn Chr. SGM voor vwo havo mavo vmbo lwoo, loc. Groene Hart;BARENDRECHT;489;BARENDRECHT;Zuid-Holland;1.547;54;69;80;3,49;4,46;5,17
16PK;10;Calvijn Christelijke SGM voor vwo havo mavo vmbo lwoo loc. Business School;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;367;17;10;46;4,63;2,72;12,53
16PN;0;Joodse Scholengemeenschap Maimonides voor Ath Mavo En Afd Havo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;167;2;0;43;1,2;0;25,75
16PS;0;Montessori Scholengemeenschap Amsterdam voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1.500;60;32;22;4;2,13;1,47
16PS;4;Montessori Scholengemeenschap Amsterdam voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;425;42;22;15;9,88;5,18;3,53
16PS;7;Montessori Scholengemeenschap Amsterdam locatie Metis Montessori Lyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;709;89;22;17;12,55;3,1;2,4
16PS;8;Montessori Scholengemeenschap Amsterdam voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;928;108;33;33;11,64;3,56;3,56
16PS;16;Montessori Scholengemeenschap Amsterdam voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;114;7;0;8;6,14;0;7,02
16PS;17;Montessori Scholengemeenschap Amsterdam voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;417;28;3;73;6,71;0,72;17,51
16QA;0;Christelijke Scholengemeenschap De Lage Waard voor Ath Havo Mavo Vbo Lwoo;PAPENDRECHT;590;PAPENDRECHT;Zuid-Holland;1.245;57;40;5;4,58;3,21;0,4
16QA;1;Christelijke Scholengemeenschap De Lage Waard voor Ath Havo Mavo Vbo Lwoo;PAPENDRECHT;590;PAPENDRECHT;Zuid-Holland;942;19;15;52;2,02;1,59;5,52
16QA;3;Christelijke Scholengemeenschap De Lage Waard voor Ath Havo Mavo Vbo Lwoo;PAPENDRECHT;590;PAPENDRECHT;Zuid-Holland;125;7;0;13;5,6;0;10,4
16QH;0;De Nassa, Scholengemeenschap voor Gymn Ath Havo Mavo;BREDA;758;BREDA;Noord-Brabant;497;16;7;32;3,22;1,41;6,44
16QH;1;De Nassau Scholengemeenschap voor Gymn Ath Havo Mavo;BREDA;758;BREDA;Noord-Brabant;1.221;70;32;153;5,73;2,62;12,53
16QN;0;Rooms Katholiek Gymnasium Juvenaat Heilig Hart;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Noord-Brabant;415;23;2;0;5,54;0,48;0
16RB;0;Jacob Roelandslyceum;BOXTEL;757;BOXTEL;Noord-Brabant;1.343;86;50;3;6,4;3,72;0,22
16RF;0;Onze Lieve Vrouwelyceum - Breda;BREDA;758;BREDA;Noord-Brabant;1.532;98;37;6;6,4;2,42;0,39
16RH;0;Het Rijnlands Lyc Scholengemeenschap Vwo Havo;OEGSTGEEST;579;OEGSTGEEST;Zuid-Holland;1.427;90;12;46;6,31;0,84;3,22
16RT;0;Voortgezet Onderwijs Best-Oirschot;BEST;753;BEST;Noord-Brabant;1.946;47;72;121;2,42;3,7;6,22
16RT;1;Voortgezet Onderwijs Best-Oirschot locatie Kempenhorst VMBO College;OIRSCHOT;823;OIRSCHOT;Noord-Brabant;1.133;10;10;32;0,88;0,88;2,82
16SK;0;Liemers College SGM voor LYC HAVO MAVO VBO LWOO;ZEVENAAR;299;ZEVENAAR;Gelderland;971;105;25;8;10,81;2,57;0,82
16SK;1;Liemers College Scholengemeenschap voor LYC HAVO MAVO VBO LWOO;DIDAM;1955;MONTFERLAND;Gelderland;517;11;23;47;2,13;4,45;9,09
16SK;5;Liemers College SGM voor LYC HAVO MAVO VBO LWOO;ZEVENAAR;299;ZEVENAAR;Gelderland;664;27;2;7;4,07;0,3;1,05
16SK;7;Liemers College SGM voor Lyc Havo Mavo Vbo Lwoo;ZEVENAAR;299;ZEVENAAR;Gelderland;894;22;47;124;2,46;5,26;13,87
16SL;0;Sint-Janscollege voor Vwo Havo;HOENSBROEK;917;HEERLEN;Limburg;1.340;105;41;2;7,84;3,06;0,15
16ST;0;Berger Scholengemeenschap voor vwo havo en mavo;BERGEN NH;373;BERGEN NH;Noord-Holland;990;37;12;115;3,74;1,21;11,62
16SW;0;Rooms Katholieke Scholengemeenschap METAMEER voor ATH HAVO VMBO LWOO;STEVENSBEEK;1702;SINT ANTHONIS;Noord-Brabant;941;52;15;18;5,53;1,59;1,91
16SW;3;Rooms Katholieke Scholengemeenschap METAMEER voor ATH HAVO VMBO LWOO;BOXMEER;756;BOXMEER;Noord-Brabant;1.084;13;25;59;1,2;2,31;5,44
16SW;5;Rooms katholieke Scholengemeenschap METAMEER voor ATH HAVO VMBO LWOO;STEVENSBEEK;1702;SINT ANTHONIS;Noord-Brabant;356;3;1;11;0,84;0,28;3,09
16TS;0;Vrije School Noord Holland voor Atheneum Havo Mavo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;852;87;13;22;10,21;1,53;2,58
16TS;2;Vrije School Noord Holland voor Atheneum Havo Mavo;HAARLEM;392;HAARLEM;Noord-Holland;823;109;4;64;13,24;0,49;7,78
16TS;3;Vrije School Noord-Holland;BERGEN NH;373;BERGEN NH;Noord-Holland;776;81;6;62;10,44;0,77;7,99
16TV;0;Vrije School Zuid-Holland voor Atheneum Havo Mavo;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;770;616;2;14;80;0,26;1,82
16TV;1;Vrije School Zuid-Holland voor Atheneum Havo Mavo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;838;150;12;49;17,9;1,43;5,85
16TV;2;Vrije School Zuid-Holland voor Atheneum Havo Mavo;LEIDEN;546;LEIDEN;Zuid-Holland;526;36;6;72;6,84;1,14;13,69
16VI;0;R.K. Scholengemeenschap  Canisius voor vmbo havo vwo;ALMELO;141;ALMELO;Overijssel;1.047;58;69;35;5,54;6,59;3,34
16VI;1;R.K. Scholengemeenschap Canisius voor vmbo havo vwo;TUBBERGEN;183;TUBBERGEN;Overijssel;839;20;85;80;2,38;10,13;9,54
16VK;0;OMO Scholengroep De Langstraat;WAALWIJK;867;WAALWIJK;Noord-Brabant;1.146;97;32;34;8,46;2,79;2,97
16VK;1;OMO Scholengr. De Langstraat Rk Sgm V Lyc Havo Mavo Vbo;KAATSHEUVEL;809;LOON OP ZAND;Noord-Brabant;323;21;9;9;6,5;2,79;2,79
16VK;2;OMO Scholengroep De Langstraat;WAALWIJK;867;WAALWIJK;Noord-Brabant;639;22;2;26;3,44;0,31;4,07
16VK;3;OMO Scholengroep De Langstraat;DRUNEN;797;HEUSDEN;Noord-Brabant;1.186;88;117;98;7,42;9,87;8,26
16VM;0;Herlecollege Scholengemeenschap voor Vmbo;HEERLEN;917;HEERLEN;Limburg;472;8;9;12;1,69;1,91;2,54
16VM;4;Herle College Scholengemeenschap voor Mavo Vbo Lwoo;HEERLEN;917;HEERLEN;Limburg;142;12;2;0;8,45;1,41;0
16VP;0;Hondsrug College Christelijke SGM voor LYC HAVO MAVO VBO LWOO;EMMEN;114;EMMEN;Drenthe;2.071;94;69;55;4,54;3,33;2,66
16XD;0;College Den Hulster Scholengemeenschap voor ATH HAVO MAVO VBO LWOO;VENLO;983;VENLO;Limburg;1.552;76;32;128;4,9;2,06;8,25
16YC;0;Scheldemond College;VLISSINGEN;718;VLISSINGEN;Zeeland;1.116;48;69;63;4,3;6,18;5,65
16YV;0;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;WAGENINGEN;289;WAGENINGEN;Gelderland;1.685;111;100;110;6,59;5,93;6,53
16YV;1;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;WAGENINGEN;289;WAGENINGEN;Gelderland;355;8;8;56;2,25;2,25;15,77
16YV;2;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;RHENEN;340;RHENEN;Utrecht;286;3;5;52;1,05;1,75;18,18
16YV;4;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;KESTEREN;1740;NEDER-BETUWE;Gelderland;280;5;9;73;1,79;3,21;26,07
16ZK;0;Hogeland College voor Ath Havo Mavo Vbo Lwoo;WARFFUM;1651;EEMSMOND;Groningen;773;74;37;3;9,57;4,79;0,39
16ZK;1;Hogeland College voor Ath Havo Mavo Vbo Lwoo;WEHE-DEN HOORN;1663;DE MARNE;Groningen;191;3;2;2;1,57;1,05;1,05
16ZK;2;Hogeland College voor Ath Havo Mavo Vbo Lwoo;UITHUIZEN;1651;EEMSMOND;Groningen;439;19;2;10;4,33;0,46;2,28
17AA;0;Gerrit Komrij College Gemeentelijke Scholengemeenschap voor Vwo Havo Vmbo;WINTERSWIJK;294;WINTERSWIJK;Gelderland;1.413;66;51;85;4,67;3,61;6,02
17AA;3;Gerrit Komrij College Gemeentelijke Scholengemeenschap voor Vwo Havo Vmbo;WINTERSWIJK;294;WINTERSWIJK;Gelderland;56;25;0;6;44,64;0;10,71
17AN;0;Minkema College voor Lwoo Vmbo Havo Atheneum Gymnasium;WOERDEN;632;WOERDEN;Utrecht;1.631;87;80;6;5,33;4,9;0,37
17AN;1;Minkema College voor Lwoo Vmbo Havo Atheneum Gymnasium;WOERDEN;632;WOERDEN;Utrecht;957;18;0;25;1,88;0;2,61
17AY;0;Cambium College voor Atheneum Havo Mavo Vbo Lwoo;ZALTBOMMEL;297;ZALTBOMMEL;Gelderland;1.375;53;7;176;3,85;0,51;12,8
17AY;4;Scholengroep Cambium Gem Ath Havo Mavo Vbo Lwoo;ZALTBOMMEL;297;ZALTBOMMEL;Gelderland;458;3;1;5;0,66;0,22;1,09
17BI;0;Openbare Scholengroep Schoonoord;ZEIST;355;ZEIST;Utrecht;1.680;123;47;107;7,32;2,8;6,37
17BI;2;Opb Sgm Schoonoord Voor Lyc Havo Mavo Vbo Lwoo;DOORN;1581;UTRECHTSE HEUVELRUG;Utrecht;331;9;16;13;2,72;4,83;3,93
17BZ;0;Scholengemeenschap van de Capellen voor ATH HAVO MAVO VBO LWOO;ZWOLLE;193;ZWOLLE;Overijssel;1.039;68;60;38;6,54;5,77;3,66
17BZ;2;Scholengemeenschap van de Capellen voor ATH HAVO MAVO VBO LWOO;WIJHE;1773;OLST-WIJHE;Overijssel;458;25;23;23;5,46;5,02;5,02
17BZ;3;Scholengemeenschap van de Capellen voor ATH HAVO MAVO VBO LWOO;ELBURG;230;ELBURG;Gelderland;184;9;5;20;4,89;2,72;10,87
17BZ;4;Scholengemeenschap van de Capellen voor ATH HAVO MAVO VBO LWOO;DEDEMSVAART;160;HARDENBERG;Overijssel;416;14;24;21;3,37;5,77;5,05
17BZ;15;Scholengemeenschap van de Capellen voor ATH HAVO MAVO VBO LWOO;ZWOLLE;193;ZWOLLE;Overijssel;69;0;3;12;0;4,35;17,39
17CK;0;Regionale Scholengemeenschap Slingerbos/Levant voor Ath Havo Mavo;HARDERWIJK;243;HARDERWIJK;Gelderland;1.788;105;46;69;5,87;2,57;3,86
17CK;1;Regionale Scholengemeenschap 't Slingerbos voor Ath Havo Mavo;ZEEWOLDE;50;ZEEWOLDE;Flevoland;626;11;25;34;1,76;3,99;5,43
17CR;0;Einstein Lyceum Openbare Scholengemeenschap voor Mavo Havo Ath Gymn;HOOGVLIET ROTTERDAM;599;ROTTERDAM;Zuid-Holland;467;20;11;55;4,28;2,36;11,78
17DD;0;rsg Wiringherlant voor vwo havo mavo en vbo;WIERINGERWERF;1911;HOLLANDS KROON;Noord-Holland;1.150;39;26;57;3,39;2,26;4,96
17DN;0;Openbare Scholengemeenschap De Meergronden voor Lyc Havo Mavo Vbo Lwoo;ALMERE;34;ALMERE;Flevoland;1.498;114;23;31;7,61;1,54;2,07
17DN;1;Openbare Scholengemeenschap De Meergronden -  locatie Arte College;ALMERE;34;ALMERE;Flevoland;803;72;6;15;8,97;0,75;1,87
17GM;0;Oosterlicht College PC SGM V ATH HAVO MAVO VBO;NIEUWEGEIN;356;NIEUWEGEIN;Utrecht;1.911;72;27;56;3,77;1,41;2,93
17GM;2;Oosterlicht College Pc Sgm V Ath Havo Mavo Vbo;VIANEN UT;620;VIANEN;Utrecht;719;7;6;21;0,97;0,83;2,92
17GT;0;Rooms Katholieke Scholengemeenschap St Ursula voor Vwo Havo Vmbo Lwoo;HORN;1640;LEUDAL;Limburg;1.604;80;48;49;4,99;2,99;3,05
17GT;2;Rooms katholieke Scholengemeenschap St Ursula voor Vwo Havo Vmbo Lwoo;HEYTHUYSEN;1640;LEUDAL;Limburg;721;7;8;7;0,97;1,11;0,97
17HB;0;Scholengemeenschap ZAAM West voor Vwo Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;734;130;36;4;17,71;4,9;0,54
17HB;3;Scholengemeenschap ZAAM West voor Vwo  Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;267;21;1;15;7,87;0,37;5,62
17HB;6;Scholengemeenschap ZAAM West voor Vwo Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;458;5;47;14;1,09;10,26;3,06
17HB;7;Scholengemeenschap ZAAM West voorVwo Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;233;11;2;4;4,72;0,86;1,72
17HH;0;Haemstede Barger MAVO;HEEMSTEDE;397;HEEMSTEDE;Noord-Holland;408;38;9;32;9,31;2,21;7,84
17HN;0;Elzendaalcollege Rooms Katholieke Scholengemeenschap voor Lyc Havo Mavo;BOXMEER;756;BOXMEER;Noord-Brabant;1.663;72;42;74;4,33;2,53;4,45
17HN;2;Elzendaalcollege Rooms Katholieke Scholengemeenschap voor Lyc Havo Mavo;GENNEP;907;GENNEP;Limburg;482;7;1;15;1,45;0,21;3,11
17HR;0;Interconf Hofstadcollege voor LYC HAVO MAVO VBO LWOO;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;518;41;26;47;7,92;5,02;9,07
17HR;2;Interconf Hofstadcollege voor LYC HAVO MAVO VBO LWOO;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;999;59;49;7;5,91;4,9;0,7
17HR;5;Interconf Hofstadcollege voor LYC HAVO MAVO VBO LWOO;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;490;12;11;71;2,45;2,24;14,49
17HX;0;Mgr A E Rientjes Mavo;MAARSSEN;1904;STICHTSE VECHT;Utrecht;652;27;5;35;4,14;0,77;5,37
17IM;0;Over Betuwe College voor Ath Havo Mavo Vbo Lwoo;BEMMEL;1705;LINGEWAARD;Gelderland;1.380;92;56;6;6,67;4,06;0,43
17IM;1;Over Betuwe College voor Ath Havo Mavo Vbo Lwoo;ELST GLD;1734;OVERBETUWE;Gelderland;312;13;16;21;4,17;5,13;6,73
17IM;2;Over Betuwe College voor Ath Havo Mavo Vbo Lwoo;HUISSEN;1705;LINGEWAARD;Gelderland;785;9;18;22;1,15;2,29;2,8
17IM;4;Over Betuwe College junior;BEMMEL;1705;LINGEWAARD;Gelderland;471;32;13;26;6,79;2,76;5,52
17IM;5;Over Betuwe College voor Ath Havo Mavo Vbo Lwoo;ELST GLD;1734;OVERBETUWE;Gelderland;318;27;5;18;8,49;1,57;5,66
17IR;0;Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo;DRUTEN;225;DRUTEN;Gelderland;1.257;99;15;24;7,88;1,19;1,91
17IR;1;Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo;BENEDEN-LEEUWEN;668;WEST MAAS EN WAAL;Gelderland;277;2;21;11;0,72;7,58;3,97
17IR;2;Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo;DRUTEN;225;DRUTEN;Gelderland;565;11;19;14;1,95;3,36;2,48
17JB;0;Charlemagne College voor VWO (ath.-gymn.), havo, vmbo, vmbo-t, lwoo;LANDGRAAF;882;LANDGRAAF;Limburg;1.354;56;42;52;4,14;3,1;3,84
17JB;1;Charlemagne College locatie Brandenberg;LANDGRAAF;882;LANDGRAAF;Limburg;699;57;23;21;8,15;3,29;3
17JB;2;Charlemagne College, locatie Holz;KERKRADE;928;KERKRADE;Limburg;453;28;14;10;6,18;3,09;2,21
17JB;5;Charlemagne College, locatie Schandelermolenweg;HEERLEN;917;HEERLEN;Limburg;51;5;0;0;9,8;0;0
17JY;0;Gymnasium Beekvliet;SINT-MICHIELSGESTEL;845;SINT-MICHIELSGESTEL;Noord-Brabant;820;46;14;0;5,61;1,71;0
17KF;0;Van Maerlant voor Mavo Vbo Lwoo;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;568;3;1;19;0,53;0,18;3,35
17KF;2;Van Maerlant voor Mavo Vbo Lwoo;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;92;1;0;4;1,09;0;4,35
17KY;0;Roncalli MAVO;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;728;50;8;60;6,87;1,1;8,24
17VF;0;Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1.134;98;32;37;8,64;2,82;3,26
17VF;1;Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;212;11;2;16;5,19;0,94;7,55
17VF;2;Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;287;12;0;5;4,18;0;1,74
17VF;3;Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;555;23;6;35;4,14;1,08;6,31
17VF;4;Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo Lwoo;MONNICKENDAM;852;WATERLAND;Noord-Holland;303;19;6;30;6,27;1,98;9,9
17VF;6;Scholengemeenschap Zaam Noord Vwo  Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;100;44;0;0;44;0;0
17VN;1;Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO;ENSCHEDE;153;ENSCHEDE;Overijssel;506;40;18;29;7,91;3,56;5,73
17VN;5;Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO;ENSCHEDE;153;ENSCHEDE;Overijssel;1.763;195;108;48;11,06;6,13;2,72
17VN;6;Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO;ENSCHEDE;153;ENSCHEDE;Overijssel;1.235;78;111;35;6,32;8,99;2,83
17VN;7;Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO;ENSCHEDE;153;ENSCHEDE;Overijssel;58;1;0;1;1,72;0;1,72
17VN;8;Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO;ENSCHEDE;153;ENSCHEDE;Overijssel;15;0;0;0;0;0;0
17VN;9;Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO;ENSCHEDE;153;ENSCHEDE;Overijssel;756;39;14;28;5,16;1,85;3,7
17VP;0;Instelling Voortgezet Onderwijs Deurne voor ATH HAVO MAVO VBO LWOO;DEURNE;762;DEURNE;Noord-Brabant;1.111;63;39;5;5,67;3,51;0,45
17VP;1;"Instelling Voortgezet Onderwijs Deurne; Alfrinkcollege  ATH HAVO MAVO VBO LWOO";DEURNE;762;DEURNE;Noord-Brabant;591;14;3;69;2,37;0,51;11,68
17VP;2;Instelling Voortgezet Onderwijs Deurne -   Hub van Doornecollege;DEURNE;762;DEURNE;Noord-Brabant;686;5;9;56;0,73;1,31;8,16
17VS;0;Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo;ZWOLLE;193;ZWOLLE;Overijssel;2.217;48;63;86;2,17;2,84;3,88
17VS;2;Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo;ENSCHEDE;153;ENSCHEDE;Overijssel;148;8;6;5;5,41;4,05;3,38
17VS;3;Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo;HARDENBERG;160;HARDENBERG;Overijssel;877;8;40;35;0,91;4,56;3,99
17VS;4;Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo;MEPPEL;119;MEPPEL;Drenthe;452;9;13;24;1,99;2,88;5,31
17WP;0;Werkplaats Kindergemeenschap;BILTHOVEN;310;DE BILT;Utrecht;1.293;49;14;94;3,79;1,08;7,27
17WQ;0;Lentiz onderwijsgroep;VLAARDINGEN;622;VLAARDINGEN;Zuid-Holland;1.323;124;57;18;9,37;4,31;1,36
17WQ;5;Lentiz locatie Geuzencollege;VLAARDINGEN;622;VLAARDINGEN;Zuid-Holland;864;49;7;13;5,67;0,81;1,5
17WQ;6;Lentiz locatie Revius;MAASSLUIS;556;MAASSLUIS;Zuid-Holland;878;55;28;141;6,26;3,19;16,06
17WQ;8;Lentiz locatie Lentiz VMBO Life College;SCHIEDAM;606;SCHIEDAM;Zuid-Holland;713;3;9;3;0,42;1,26;0,42
17WQ;11;VMBO Maassluis (Lentiz VMBO Maassluis);MAASSLUIS;556;MAASSLUIS;Zuid-Holland;223;7;1;6;3,14;0,45;2,69
17XU;0;Heerenlanden College;LEERDAM;545;LEERDAM;Zuid-Holland;1.025;57;39;24;5,56;3,8;2,34
17XU;1;Heerenlanden College;LEERDAM;545;LEERDAM;Zuid-Holland;265;3;3;3;1,13;1,13;1,13
17YF;0;Zuiderpark College voor Mavo Vbo en Lwoo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;902;72;17;4;7,98;1,88;0,44
17YF;2;Zuiderpark locatie Young Business School voor  vmbo en mavo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;192;7;6;2;3,65;3,13;1,04
17YS;0;Esprit Scholen voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;648;57;24;42;8,8;3,7;6,48
17YS;2;Esprit Scholengroep voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;154;19;3;41;12,34;1,95;26,62
17YS;3;Esprit Scholengroep Voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1.143;75;61;29;6,56;5,34;2,54
17YS;4;Esprit Scholengroep voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;662;25;24;33;3,78;3,63;4,98
17YS;8;Esprit Scholengroep voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;819;57;7;18;6,96;0,85;2,2
17YS;12;Esprit Scholengroep voor Luceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;42;19;0;1;45,24;0;2,38
17YS;18;Esprit Scholengroep voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;439;22;0;56;5,01;0;12,76
18AN;0;Globe College, brede school voor vmbo, basis, kader en theoretische leerweg;UTRECHT;344;UTRECHT;Utrecht;591;15;8;17;2,54;1,35;2,88
18CH;0;Melanchthon Chr. SGM voor gymnasium atheneum havo vmbo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;1.137;129;54;15;11,35;4,75;1,32
18CH;2;Melanchthon Chr. SGM voor gymnasium atheneum havo vmbo, loc. Wilgenplaslaan;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;328;22;12;0;6,71;3,66;0
